"iso2","year","demo","n"
"VN",1997,"f014",73
"VN",1998,"f014",60
"VN",1999,"f014",68
"VN",2000,"f014",64
"VN",2001,"f014",48
"VN",2002,"f014",68
"VN",2003,"f014",66
"VN",2004,"f014",66
"VN",2005,"f014",47
"VN",2006,"f014",62
"VN",2007,"f014",59
"VN",2008,"f014",48
"VU",1995,"f014",0
"VU",1996,"f014",2
"VU",1998,"f014",2
"VU",1999,"f014",0
"VU",2000,"f014",5
"VU",2001,"f014",1
"VU",2002,"f014",0
"VU",2003,"f014",0
"VU",2004,"f014",3
"VU",2005,"f014",0
"VU",2006,"f014",2
"VU",2007,"f014",1
"WF",1996,"f014",0
"WF",1997,"f014",0
"WF",2003,"f014",0
"WF",2007,"f014",0
"WS",1995,"f014",1
"WS",1996,"f014",0
"WS",1997,"f014",0
"WS",1998,"f014",0
"WS",1999,"f014",0
"WS",2000,"f014",0
"WS",2001,"f014",0
"WS",2002,"f014",1
"WS",2005,"f014",0
"WS",2008,"f014",0
"YE",1995,"f014",83
"YE",1996,"f014",14
"YE",1997,"f014",196
"YE",1998,"f014",115
"YE",1999,"f014",111
"YE",2000,"f014",161
"YE",2001,"f014",154
"YE",2002,"f014",163
"YE",2003,"f014",74
"YE",2004,"f014",72
"YE",2005,"f014",44
"YE",2006,"f014",55
"YE",2007,"f014",50
"YE",2008,"f014",57
"YU",1995,"f014",11
"YU",1996,"f014",57
"YU",1997,"f014",30
"YU",2001,"f014",5
"YU",2002,"f014",9
"YU",2003,"f014",1
"YU",2004,"f014",3
"ZA",1999,"f014",75
"ZA",2000,"f014",122
"ZA",2001,"f014",275
"ZA",2002,"f014",3261
"ZA",2003,"f014",2341
"ZA",2004,"f014",2810
"ZA",2005,"f014",2561
"ZA",2006,"f014",2579
"ZA",2007,"f014",2511
"ZA",2008,"f014",2360
"ZM",1995,"f014",129
"ZM",2000,"f014",150
"ZM",2002,"f014",1099
"ZM",2003,"f014",292
"ZM",2004,"f014",247
"ZM",2005,"f014",168
"ZM",2006,"f014",224
"ZM",2007,"f014",195
"ZM",2008,"f014",165
"ZW",2002,"f014",222
"ZW",2003,"f014",180
"ZW",2004,"f014",225
"ZW",2005,"f014",269
"ZW",2006,"f014",237
"ZW",2007,"f014",185
"ZW",2008,"f014",145
"AD",1996,"f1524",1
"AD",1997,"f1524",1
"AD",1999,"f1524",0
"AD",2002,"f1524",1
"AD",2003,"f1524",1
"AD",2004,"f1524",0
"AD",2005,"f1524",1
"AD",2006,"f1524",0
"AD",2008,"f1524",0
"AE",1999,"f1524",11
"AE",2000,"f1524",16
"AE",2002,"f1524",3
"AE",2003,"f1524",9
"AE",2004,"f1524",6
"AE",2006,"f1524",6
"AE",2007,"f1524",8
"AE",2008,"f1524",10
"AF",1997,"f1524",38
"AF",1998,"f1524",350
"AF",1999,"f1524",139
"AF",2000,"f1524",414
"AF",2001,"f1524",799
"AF",2002,"f1524",1119
"AF",2003,"f1524",1152
"AF",2004,"f1524",1360
"AF",2005,"f1524",1651
"AF",2006,"f1524",2139
"AF",2007,"f1524",2224
"AF",2008,"f1524",2094
"AG",1996,"f1524",0
"AG",2000,"f1524",1
"AG",2001,"f1524",1
"AG",2002,"f1524",0
"AG",2003,"f1524",0
"AG",2005,"f1524",2
"AG",2007,"f1524",0
"AI",2004,"f1524",0
"AL",1995,"f1524",1
"AL",1997,"f1524",16
"AL",1998,"f1524",19
"AL",1999,"f1524",5
"AL",2000,"f1524",11
"AL",2001,"f1524",12
"AL",2002,"f1524",20
"AL",2003,"f1524",13
"AL",2004,"f1524",12
"AL",2005,"f1524",3
"AL",2006,"f1524",12
"AL",2007,"f1524",13
"AL",2008,"f1524",20
"AM",1995,"f1524",1
"AM",1996,"f1524",9
"AM",1997,"f1524",16
"AM",1998,"f1524",21
"AM",1999,"f1524",22
"AM",2000,"f1524",24
"AM",2001,"f1524",40
"AM",2002,"f1524",16
"AM",2003,"f1524",29
"AM",2004,"f1524",24
"AM",2005,"f1524",27
"AM",2006,"f1524",28
"AM",2007,"f1524",31
"AM",2008,"f1524",44
"AN",1996,"f1524",0
"AN",1997,"f1524",0
"AN",1998,"f1524",1
"AN",1999,"f1524",1
"AN",2000,"f1524",0
"AN",2001,"f1524",0
"AN",2002,"f1524",1
"AN",2003,"f1524",0
"AN",2004,"f1524",0
"AN",2006,"f1524",0
"AO",1995,"f1524",707
"AO",1996,"f1524",1066
"AO",1997,"f1524",1165
"AO",1998,"f1524",1084
"AO",1999,"f1524",1197
"AO",2000,"f1524",1142
"AO",2001,"f1524",993
"AO",2002,"f1524",2610
"AO",2003,"f1524",3078
"AO",2004,"f1524",3198
"AO",2005,"f1524",2926
"AO",2006,"f1524",2851
"AO",2007,"f1524",2943
"AO",2008,"f1524",3199
"AR",1996,"f1524",643
"AR",1997,"f1524",566
"AR",1998,"f1524",558
"AR",1999,"f1524",502
"AR",2000,"f1524",544
"AR",2001,"f1524",674
"AR",2002,"f1524",622
"AR",2003,"f1524",516
"AR",2004,"f1524",519
"AR",2005,"f1524",530
"AR",2006,"f1524",438
"AR",2007,"f1524",558
"AR",2008,"f1524",536
"AS",1997,"f1524",0
"AT",1995,"f1524",22
"AT",1997,"f1524",41
"AT",1999,"f1524",10
"AT",2000,"f1524",11
"AT",2001,"f1524",8
"AT",2002,"f1524",8
"AT",2003,"f1524",10
"AT",2004,"f1524",12
"AT",2005,"f1524",13
"AT",2006,"f1524",12
"AT",2007,"f1524",10
"AU",1997,"f1524",10
"AU",1998,"f1524",19
"AU",1999,"f1524",10
"AU",2000,"f1524",15
"AU",2001,"f1524",21
"AU",2002,"f1524",15
"AU",2003,"f1524",9
"AU",2004,"f1524",6
"AU",2005,"f1524",18
"AU",2006,"f1524",18
"AU",2007,"f1524",26
"AU",2008,"f1524",27
"AZ",1995,"f1524",5
"AZ",1996,"f1524",20
"AZ",1997,"f1524",42
"AZ",1998,"f1524",7
"AZ",1999,"f1524",4
"AZ",2000,"f1524",3
"AZ",2002,"f1524",48
"AZ",2003,"f1524",72
"AZ",2004,"f1524",120
"AZ",2005,"f1524",64
"AZ",2006,"f1524",51
"BA",1995,"f1524",40
"BA",1996,"f1524",23
"BA",1997,"f1524",53
"BA",1998,"f1524",37
"BA",1999,"f1524",49
"BA",2000,"f1524",30
"BA",2001,"f1524",45
"BA",2002,"f1524",22
"BA",2003,"f1524",27
"BA",2004,"f1524",45
"BA",2005,"f1524",35
"BA",2006,"f1524",41
"BA",2007,"f1524",0
"BA",2008,"f1524",26
"BB",2000,"f1524",0
"BB",2001,"f1524",0
"BB",2006,"f1524",1
"BB",2007,"f1524",0
"BB",2008,"f1524",0
"BD",1995,"f1524",309
"BD",1996,"f1524",434
"BD",1997,"f1524",1883
"BD",1998,"f1524",2663
"BD",1999,"f1524",2753
"BD",2000,"f1524",3029
"BD",2001,"f1524",3392
"BD",2002,"f1524",3104
"BD",2003,"f1524",4298
"BD",2004,"f1524",5081
"BD",2005,"f1524",6776
"BD",2006,"f1524",8164
"BD",2007,"f1524",8562
"BD",2008,"f1524",9189
"BE",1995,"f1524",12
"BE",1996,"f1524",9
"BE",1997,"f1524",11
"BE",1998,"f1524",6
"BE",1999,"f1524",20
"BE",2000,"f1524",15
"BE",2001,"f1524",14
"BE",2002,"f1524",21
"BE",2003,"f1524",20
"BE",2004,"f1524",18
"BE",2005,"f1524",27
"BE",2006,"f1524",25
"BE",2007,"f1524",13
"BE",2008,"f1524",17
"BF",1995,"f1524",76
"BF",1996,"f1524",51
"BF",1997,"f1524",51
"BF",1998,"f1524",83
"BF",1999,"f1524",67
"BF",2000,"f1524",59
"BF",2001,"f1524",80
"BF",2002,"f1524",85
"BF",2003,"f1524",102
"BF",2004,"f1524",109
"BF",2005,"f1524",125
"BF",2006,"f1524",155
"BF",2007,"f1524",157
"BF",2008,"f1524",143
"BG",2000,"f1524",11
"BG",2001,"f1524",11
"BG",2002,"f1524",48
"BG",2003,"f1524",85
"BG",2004,"f1524",84
"BG",2005,"f1524",90
"BG",2006,"f1524",76
"BG",2007,"f1524",63
"BG",2008,"f1524",57
"BH",1995,"f1524",1
"BH",1996,"f1524",10
"BH",1997,"f1524",4
"BH",1998,"f1524",4
"BH",1999,"f1524",6
"BH",2000,"f1524",1
"BH",2001,"f1524",1
"BH",2002,"f1524",1
"BH",2003,"f1524",1
"BH",2004,"f1524",1
"BH",2005,"f1524",1
"BH",2006,"f1524",7
"BH",2007,"f1524",10
"BH",2008,"f1524",12
"BI",1995,"f1524",109
"BI",1996,"f1524",132
"BI",1997,"f1524",189
"BI",1998,"f1524",265
"BI",1999,"f1524",291
"BI",2001,"f1524",369
"BI",2002,"f1524",243
"BI",2003,"f1524",308
"BI",2004,"f1524",325
"BI",2005,"f1524",298
"BI",2006,"f1524",296
"BI",2007,"f1524",360
"BI",2008,"f1524",335
"BJ",1995,"f1524",148
"BJ",1996,"f1524",169
"BJ",1997,"f1524",169
"BJ",1998,"f1524",189
"BJ",1999,"f1524",207
"BJ",2000,"f1524",239
"BJ",2002,"f1524",255
"BJ",2003,"f1524",226
"BJ",2004,"f1524",263
"BJ",2005,"f1524",249
"BJ",2006,"f1524",310
"BJ",2008,"f1524",245
"BM",2004,"f1524",0
"BN",1999,"f1524",16
"BN",2000,"f1524",4
"BN",2002,"f1524",11
"BN",2003,"f1524",9
"BN",2004,"f1524",6
"BN",2005,"f1524",9
"BN",2006,"f1524",5
"BN",2007,"f1524",6
"BN",2008,"f1524",6
"BO",1996,"f1524",841
"BO",1997,"f1524",792
"BO",1998,"f1524",777
"BO",1999,"f1524",798
"BO",2000,"f1524",831
"BO",2001,"f1524",915
"BO",2002,"f1524",938
"BO",2003,"f1524",811
"BO",2004,"f1524",793
"BO",2005,"f1524",846
"BO",2006,"f1524",764
"BO",2007,"f1524",736
"BO",2008,"f1524",850
"BR",1999,"f1524",2909
"BR",2000,"f1524",6719
"BR",2001,"f1524",3632
"BR",2002,"f1524",3715
"BR",2003,"f1524",3582
"BR",2004,"f1524",3684
"BR",2005,"f1524",3496
"BR",2006,"f1524",3132
"BR",2007,"f1524",2952
"BR",2008,"f1524",2709
"BS",1995,"f1524",1
"BS",1996,"f1524",2
"BS",1997,"f1524",2
"BS",1998,"f1524",1
"BS",1999,"f1524",1
"BS",2000,"f1524",5
"BS",2002,"f1524",1
"BS",2003,"f1524",2
"BS",2004,"f1524",3
"BS",2007,"f1524",3
"BS",2008,"f1524",1
"BT",1995,"f1524",43
"BT",1996,"f1524",42
"BT",1997,"f1524",43
"BT",1998,"f1524",45
"BT",1999,"f1524",33
"BT",2000,"f1524",57
"BT",2001,"f1524",58
"BT",2002,"f1524",54
"BT",2003,"f1524",57
"BT",2004,"f1524",54
"BT",2005,"f1524",45
"BT",2006,"f1524",61
"BT",2007,"f1524",59
"BT",2008,"f1524",151
"BW",1997,"f1524",291
"BW",1999,"f1524",274
"BW",2000,"f1524",335
"BW",2001,"f1524",328
"BW",2002,"f1524",393
"BW",2003,"f1524",338
"BW",2004,"f1524",358
"BW",2005,"f1524",321
"BW",2006,"f1524",326
"BW",2007,"f1524",347
"BW",2008,"f1524",347
"BY",2002,"f1524",12
"BY",2003,"f1524",18
"BY",2004,"f1524",31
"BY",2005,"f1524",25
"BY",2006,"f1524",32
"BY",2007,"f1524",28
"BY",2008,"f1524",26
"BZ",1995,"f1524",6
"BZ",1996,"f1524",1
"BZ",1997,"f1524",3
"BZ",2000,"f1524",2
"BZ",2001,"f1524",0
"BZ",2002,"f1524",5
"BZ",2003,"f1524",6
"BZ",2004,"f1524",0
"BZ",2005,"f1524",4
"BZ",2006,"f1524",6
"BZ",2007,"f1524",8
"BZ",2008,"f1524",5
"CA",1980,"f1524",62
"CA",1981,"f1524",46
"CA",1982,"f1524",51
"CA",1983,"f1524",50
"CA",1984,"f1524",51
"CA",1985,"f1524",30
"CA",1986,"f1524",33
"CA",1987,"f1524",39
"CA",1988,"f1524",38
"CA",1989,"f1524",37
"CA",1990,"f1524",30
"CA",1991,"f1524",23
"CA",1992,"f1524",27
"CA",1993,"f1524",22
"CA",1994,"f1524",37
"CA",1995,"f1524",33
"CA",1996,"f1524",23
"CA",1997,"f1524",36
"CA",1998,"f1524",26
"CA",1999,"f1524",33
"CA",2000,"f1524",33
"CA",2001,"f1524",23
"CA",2002,"f1524",32
"CA",2003,"f1524",21
"CA",2004,"f1524",34
"CA",2005,"f1524",28
"CA",2006,"f1524",39
"CA",2007,"f1524",32
"CA",2008,"f1524",36
"CD",1995,"f1524",1223
"CD",1996,"f1524",1153
"CD",1997,"f1524",1376
"CD",1998,"f1524",4074
"CD",1999,"f1524",4472
"CD",2000,"f1524",4422
"CD",2001,"f1524",4922
"CD",2002,"f1524",5378
"CD",2003,"f1524",6630
"CD",2004,"f1524",7630
"CD",2005,"f1524",7570
"CD",2006,"f1524",7236
"CD",2007,"f1524",7130
"CD",2008,"f1524",7304
"CF",1995,"f1524",233
"CF",1996,"f1524",273
"CF",1997,"f1524",301
"CF",1998,"f1524",353
"CF",1999,"f1524",376
"CF",2001,"f1524",179
"CF",2002,"f1524",315
"CF",2004,"f1524",60
"CF",2005,"f1524",32
"CF",2006,"f1524",538
"CF",2008,"f1524",481
"CG",1995,"f1524",296
"CG",1999,"f1524",297
"CG",2001,"f1524",554
"CG",2004,"f1524",310
"CG",2006,"f1524",384
"CG",2007,"f1524",411
"CG",2008,"f1524",396
"CH",1995,"f1524",13
"CH",1996,"f1524",6
"CH",1997,"f1524",14
"CH",1998,"f1524",11
"CH",1999,"f1524",5
"CH",2000,"f1524",9
"CH",2001,"f1524",3
"CH",2002,"f1524",11
"CH",2003,"f1524",10
"CH",2004,"f1524",6
"CH",2005,"f1524",6
"CH",2006,"f1524",10
"CH",2007,"f1524",9
"CH",2008,"f1524",3
"CI",1995,"f1524",810
"CI",1996,"f1524",803
"CI",1997,"f1524",955
"CI",1998,"f1524",955
"CI",1999,"f1524",1022
"CI",2001,"f1524",1111
"CI",2002,"f1524",1151
"CI",2003,"f1524",1193
"CI",2004,"f1524",1266
"CI",2005,"f1524",1280
"CI",2006,"f1524",1327
"CI",2007,"f1524",1349
"CI",2008,"f1524",1477
"CK",1980,"f1524",3
"CK",1981,"f1524",0
"CK",1982,"f1524",2
"CK",1983,"f1524",4
"CK",1984,"f1524",0
"CK",1985,"f1524",1
"CK",1986,"f1524",0
"CK",1987,"f1524",0
"CK",1989,"f1524",0
"CK",1991,"f1524",1
"CK",1992,"f1524",0
"CK",1993,"f1524",0
"CK",1994,"f1524",0
"CK",1995,"f1524",0
"CK",1996,"f1524",0
"CK",1997,"f1524",0
"CK",1998,"f1524",0
"CK",2000,"f1524",0
"CK",2001,"f1524",0
"CK",2002,"f1524",0
"CK",2003,"f1524",0
"CK",2004,"f1524",0
"CK",2005,"f1524",0
"CK",2006,"f1524",0
"CL",1995,"f1524",100
"CL",1996,"f1524",88
"CL",1997,"f1524",92
"CL",1999,"f1524",87
"CL",2000,"f1524",66
"CL",2001,"f1524",69
"CL",2002,"f1524",64
"CL",2003,"f1524",59
"CL",2004,"f1524",58
"CL",2005,"f1524",55
"CL",2006,"f1524",70
"CL",2007,"f1524",59
"CL",2008,"f1524",52
"CM",1995,"f1524",185
"CM",1996,"f1524",123
"CM",1997,"f1524",277
"CM",1998,"f1524",443
"CM",1999,"f1524",506
"CM",2000,"f1524",368
"CM",2001,"f1524",482
"CM",2002,"f1524",950
"CM",2003,"f1524",1273
"CM",2004,"f1524",1310
"CM",2005,"f1524",1467
"CM",2006,"f1524",1358
"CM",2007,"f1524",1443
"CM",2008,"f1524",1506
"CN",1995,"f1524",10890
"CN",1996,"f1524",13773
"CN",1997,"f1524",15258
"CN",1998,"f1524",15726
"CN",1999,"f1524",15178
"CN",2000,"f1524",14536
"CN",2001,"f1524",14500
"CN",2002,"f1524",13250
"CN",2003,"f1524",18811
"CN",2004,"f1524",25951
"CN",2005,"f1524",31180
"CN",2006,"f1524",30904
"CN",2007,"f1524",29960
"CN",2008,"f1524",29223
"CO",2000,"f1524",587
"CO",2001,"f1524",865
"CO",2002,"f1524",524
"CO",2003,"f1524",662
"CO",2004,"f1524",624
"CO",2005,"f1524",581
"CO",2006,"f1524",603
"CO",2007,"f1524",599
"CO",2008,"f1524",580
"CR",1995,"f1524",17
"CR",1996,"f1524",4
"CR",1997,"f1524",28
"CR",1998,"f1524",19
"CR",1999,"f1524",23
"CR",2000,"f1524",21
"CR",2001,"f1524",18
"CR",2002,"f1524",13
"CR",2003,"f1524",25
"CR",2004,"f1524",35
"CR",2005,"f1524",21
"CR",2006,"f1524",27
"CR",2007,"f1524",16
"CR",2008,"f1524",19
"CU",1995,"f1524",17
"CU",1996,"f1524",29
"CU",1997,"f1524",16
"CU",1998,"f1524",17
"CU",1999,"f1524",15
"CU",2000,"f1524",9
"CU",2001,"f1524",24
"CU",2002,"f1524",15
"CU",2003,"f1524",11
"CU",2004,"f1524",16
"CU",2005,"f1524",14
"CU",2006,"f1524",8
"CU",2008,"f1524",11
"CV",1997,"f1524",10
"CV",1998,"f1524",12
"CV",2001,"f1524",7
"CV",2002,"f1524",11
"CV",2003,"f1524",6
"CV",2004,"f1524",17
"CV",2005,"f1524",9
"CV",2006,"f1524",14
"CV",2007,"f1524",18
"CV",2008,"f1524",18
"CY",1995,"f1524",1
"CY",1996,"f1524",2
"CY",1998,"f1524",1
"CY",1999,"f1524",1
"CY",2002,"f1524",1
"CY",2003,"f1524",0
"CY",2004,"f1524",1
"CY",2005,"f1524",1
"CY",2006,"f1524",2
"CY",2007,"f1524",1
"CY",2008,"f1524",1
"CZ",1995,"f1524",9
"CZ",1996,"f1524",10
"CZ",1997,"f1524",12
"CZ",1998,"f1524",6
"CZ",1999,"f1524",5
"CZ",2000,"f1524",15
"CZ",2001,"f1524",10
"CZ",2002,"f1524",6
"CZ",2003,"f1524",9
"CZ",2004,"f1524",11
"CZ",2005,"f1524",3
"CZ",2006,"f1524",4
"CZ",2007,"f1524",6
"CZ",2008,"f1524",4
"DE",1995,"f1524",115
"DE",1996,"f1524",150
"DE",1997,"f1524",109
"DE",1998,"f1524",121
"DE",1999,"f1524",118
"DE",2001,"f1524",36
"DE",2002,"f1524",32
"DE",2003,"f1524",61
"DE",2004,"f1524",75
"DE",2005,"f1524",51
"DE",2006,"f1524",66
"DE",2007,"f1524",120
"DE",2008,"f1524",35
"DJ",1996,"f1524",247
"DJ",1997,"f1524",202
"DJ",1998,"f1524",208
"DJ",1999,"f1524",158
"DJ",2000,"f1524",147
"DJ",2001,"f1524",156
"DJ",2002,"f1524",142
"DJ",2003,"f1524",127
"DJ",2004,"f1524",111
"DJ",2005,"f1524",123
"DJ",2006,"f1524",117
"DJ",2007,"f1524",129
"DJ",2008,"f1524",138
"DK",1995,"f1524",7
"DK",1996,"f1524",5
"DK",1997,"f1524",6
"DK",1998,"f1524",6
"DK",1999,"f1524",11
"DK",2000,"f1524",16
"DK",2001,"f1524",5
"DK",2002,"f1524",14
"DK",2003,"f1524",6
"DK",2004,"f1524",10
"DK",2005,"f1524",11
"DK",2006,"f1524",6
"DK",2007,"f1524",8
"DK",2008,"f1524",5
"DM",1996,"f1524",0
"DM",1997,"f1524",0
"DM",1998,"f1524",2
"DM",2006,"f1524",1
"DM",2007,"f1524",0
"DM",2008,"f1524",0
"DO",1996,"f1524",178
"DO",1997,"f1524",314
"DO",1998,"f1524",265
"DO",1999,"f1524",363
"DO",2000,"f1524",317
"DO",2002,"f1524",251
"DO",2003,"f1524",301
"DO",2004,"f1524",301
"DO",2005,"f1524",339
"DO",2006,"f1524",287
"DO",2007,"f1524",249
"DO",2008,"f1524",288
"DZ",1997,"f1524",1102
"DZ",1999,"f1524",884
"DZ",2000,"f1524",1005
"DZ",2001,"f1524",1057
"DZ",2002,"f1524",1840
"DZ",2003,"f1524",1017
"DZ",2004,"f1524",1011
"DZ",2005,"f1524",1044
"DZ",2006,"f1524",971
"DZ",2007,"f1524",1031
"DZ",2008,"f1524",1263
"EC",1998,"f1524",290
"EC",2001,"f1524",591
"EC",2003,"f1524",217
"EC",2004,"f1524",522
"EC",2005,"f1524",329
"EC",2006,"f1524",321
"EC",2007,"f1524",365
"EC",2008,"f1524",334
"EE",1996,"f1524",10
"EE",1997,"f1524",8
"EE",1998,"f1524",7
"EE",1999,"f1524",8
"EE",2000,"f1524",9
"EE",2001,"f1524",6
"EE",2002,"f1524",7
"EE",2003,"f1524",7
"EE",2004,"f1524",4
"EE",2005,"f1524",6
"EE",2006,"f1524",3
"EE",2007,"f1524",2
"EE",2008,"f1524",2
"EG",1995,"f1524",288
"EG",1996,"f1524",52
"EG",1997,"f1524",525
"EG",1998,"f1524",489
"EG",1999,"f1524",485
"EG",2000,"f1524",457
"EG",2001,"f1524",438
"EG",2002,"f1524",424
"EG",2003,"f1524",463
"EG",2004,"f1524",491
"EG",2005,"f1524",431
"EG",2006,"f1524",470
"EG",2007,"f1524",500
"EG",2008,"f1524",382
"ER",1997,"f1524",3
"ER",1998,"f1524",43
"ER",1999,"f1524",65
"ER",2000,"f1524",100
"ER",2001,"f1524",96
"ER",2002,"f1524",75
"ER",2003,"f1524",120
"ER",2004,"f1524",95
"ER",2005,"f1524",67
"ER",2006,"f1524",109
"ER",2007,"f1524",70
"ES",1995,"f1524",90
"ES",1998,"f1524",149
"ES",2001,"f1524",140
"ES",2002,"f1524",194
"ES",2003,"f1524",138
"ES",2004,"f1524",158
"ES",2005,"f1524",142
"ES",2006,"f1524",122
"ES",2007,"f1524",164
"ES",2008,"f1524",168
"ET",1995,"f1524",908
"ET",1996,"f1524",1564
"ET",1997,"f1524",2469
"ET",1998,"f1524",3016
"ET",1999,"f1524",3310
"ET",2000,"f1524",4699
"ET",2001,"f1524",5109
"ET",2002,"f1524",5607
"ET",2003,"f1524",5936
"ET",2004,"f1524",6422
"ET",2005,"f1524",5885
"ET",2006,"f1524",5238
"ET",2007,"f1524",5426
"ET",2008,"f1524",5490
"FI",1995,"f1524",1
"FI",1996,"f1524",4
"FI",1997,"f1524",2
"FI",1998,"f1524",3
"FI",1999,"f1524",2
"FI",2000,"f1524",1
"FI",2001,"f1524",3
"FI",2002,"f1524",4
"FI",2003,"f1524",2
"FI",2004,"f1524",1
"FI",2005,"f1524",3
"FI",2006,"f1524",2
"FI",2007,"f1524",6
"FI",2008,"f1524",4
"FJ",1994,"f1524",4
"FJ",1995,"f1524",10
"FJ",1996,"f1524",6
"FJ",1997,"f1524",6
"FJ",1998,"f1524",10
"FJ",1999,"f1524",5
"FJ",2000,"f1524",7
"FJ",2001,"f1524",7
"FJ",2002,"f1524",8
"FJ",2003,"f1524",4
"FJ",2004,"f1524",8
"FJ",2005,"f1524",7
"FJ",2006,"f1524",12
"FJ",2007,"f1524",11
"FJ",2008,"f1524",13
"FM",1995,"f1524",0
"FM",1996,"f1524",1
"FM",1997,"f1524",1
"FM",1998,"f1524",1
"FM",2000,"f1524",3
"FM",2001,"f1524",0
"FM",2002,"f1524",5
"FM",2003,"f1524",4
"FM",2004,"f1524",4
"FM",2006,"f1524",23
"FM",2007,"f1524",11
"FM",2008,"f1524",10
"FR",1995,"f1524",138
"FR",1996,"f1524",124
"FR",1997,"f1524",117
"FR",1999,"f1524",110
"FR",2000,"f1524",108
"FR",2001,"f1524",131
"FR",2002,"f1524",106
"FR",2003,"f1524",114
"FR",2004,"f1524",96
"FR",2005,"f1524",104
"FR",2006,"f1524",112
"FR",2007,"f1524",127
"FR",2008,"f1524",57
"GA",1995,"f1524",47
"GA",1996,"f1524",33
"GA",1998,"f1524",97
"GA",1999,"f1524",97
"GA",2001,"f1524",127
"GA",2002,"f1524",125
"GA",2003,"f1524",138
"GA",2004,"f1524",173
"GA",2005,"f1524",128
"GA",2006,"f1524",160
"GA",2008,"f1524",209
"GB",1997,"f1524",67
"GB",1998,"f1524",105
"GB",1999,"f1524",55
"GB",2000,"f1524",95
"GB",2001,"f1524",74
"GB",2002,"f1524",82
"GB",2003,"f1524",108
"GB",2004,"f1524",126
"GB",2005,"f1524",115
"GB",2006,"f1524",168
"GB",2007,"f1524",145
"GB",2008,"f1524",134
"GD",1997,"f1524",1
"GD",1999,"f1524",0
"GD",2006,"f1524",0
"GD",2007,"f1524",1
"GE",1995,"f1524",8
"GE",1996,"f1524",13
"GE",1997,"f1524",38
"GE",1998,"f1524",41
"GE",1999,"f1524",27
"GE",2000,"f1524",49
"GE",2001,"f1524",63
"GE",2002,"f1524",54
"GE",2003,"f1524",65
"GE",2004,"f1524",87
"GE",2005,"f1524",109
"GE",2006,"f1524",115
"GE",2007,"f1524",153
"GE",2008,"f1524",396
"GH",1995,"f1524",199
"GH",1996,"f1524",177
"GH",1997,"f1524",363
"GH",1998,"f1524",483
"GH",1999,"f1524",491
"GH",2000,"f1524",456
"GH",2001,"f1524",515
"GH",2002,"f1524",489
"GH",2003,"f1524",487
"GH",2004,"f1524",454
"GH",2005,"f1524",450
"GH",2006,"f1524",494
"GH",2007,"f1524",453
"GM",1995,"f1524",39
"GM",1996,"f1524",50
"GM",1997,"f1524",55
"GM",1998,"f1524",60
"GM",1999,"f1524",58
"GM",2002,"f1524",71
"GM",2003,"f1524",81
"GM",2004,"f1524",55
"GM",2005,"f1524",84
"GM",2006,"f1524",88
"GM",2008,"f1524",94
"GN",1995,"f1524",202
"GN",1996,"f1524",223
"GN",1997,"f1524",246
"GN",1998,"f1524",303
"GN",1999,"f1524",345
"GN",2000,"f1524",314
"GN",2001,"f1524",419
"GN",2002,"f1524",399
"GN",2003,"f1524",353
"GN",2004,"f1524",470
"GN",2005,"f1524",594
"GN",2006,"f1524",586
"GN",2007,"f1524",631
"GN",2008,"f1524",610
"GQ",1995,"f1524",18
"GQ",1997,"f1524",23
"GQ",1998,"f1524",37
"GQ",2004,"f1524",45
"GQ",2008,"f1524",57
"GR",1997,"f1524",14
"GR",1998,"f1524",20
"GR",1999,"f1524",5
"GR",2000,"f1524",2
"GR",2001,"f1524",7
"GR",2002,"f1524",0
"GR",2003,"f1524",7
"GR",2004,"f1524",3
"GR",2005,"f1524",13
"GR",2006,"f1524",13
"GR",2007,"f1524",13
"GR",2008,"f1524",5
"GT",1995,"f1524",224
"GT",1996,"f1524",214
"GT",1997,"f1524",228
"GT",1998,"f1524",203
"GT",1999,"f1524",229
"GT",2000,"f1524",199
"GT",2001,"f1524",180
"GT",2002,"f1524",192
"GT",2003,"f1524",186
"GT",2004,"f1524",278
"GT",2005,"f1524",339
"GT",2007,"f1524",163
"GT",2008,"f1524",199
"GU",2000,"f1524",3
"GU",2001,"f1524",2
"GU",2002,"f1524",1
"GU",2003,"f1524",3
"GU",2004,"f1524",0
"GU",2005,"f1524",3
"GU",2006,"f1524",0
"GU",2007,"f1524",0
"GU",2008,"f1524",1
"GW",1996,"f1524",49
"GW",2000,"f1524",30
"GW",2002,"f1524",80
"GW",2003,"f1524",97
"GW",2004,"f1524",87
"GW",2005,"f1524",78
"GW",2006,"f1524",82
"GW",2008,"f1524",85
"GY",1995,"f1524",5
"GY",1996,"f1524",8
"GY",1997,"f1524",9
"GY",1998,"f1524",32
"GY",2000,"f1524",11
"GY",2001,"f1524",6
"GY",2002,"f1524",32
"GY",2003,"f1524",35
"GY",2004,"f1524",35
"GY",2005,"f1524",41
"GY",2006,"f1524",15
"GY",2007,"f1524",20
"GY",2008,"f1524",20
"HK",1997,"f1524",85
"HK",1999,"f1524",85
"HK",2000,"f1524",65
"HK",2001,"f1524",88
"HK",2002,"f1524",97
"HK",2003,"f1524",88
"HK",2004,"f1524",97
"HK",2005,"f1524",67
"HK",2006,"f1524",59
"HK",2007,"f1524",59
"HK",2008,"f1524",65
"HN",1995,"f1524",208
"HN",1996,"f1524",167
"HN",1997,"f1524",166
